id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Dose (compared to AL),Treatment_length,Age_on_treatment,Strain,Other Variables,notes
61,"Birkisdottir, M. B. and Jaarsma, D. and Brandt, R. M. C. and Barnhoorn, S. and van Vliet, N. and Imholz, S. and van Oostrom, C. T. and Nagarajah, B. and Portilla Fernandez, E. and Roks, A. J. M. and Elgersma, Y. and van Steeg, H. and Ferreira, J. A. and Pennings, J. L. A. and Hoeijmakers, J. H. J. and Vermeij, W. P. and Dolle, M. E. T.","Unlike dietary restriction, rapamycin fails to extend lifespan and reduce transcription stress in progeroid DNA repair-deficient mice",2021,26.08,10,,,21.82,10,,,median,fig2,mice,Rapamycin,Rapamycin,Rapa 4.7ppm,female,4.7,life,8 weeks,Ercc1∆/− mice,progeroid DNA repair-deficient mice,not using control - m
62,"Birkisdottir, M. B. and Jaarsma, D. and Brandt, R. M. C. and Barnhoorn, S. and van Vliet, N. and Imholz, S. and van Oostrom, C. T. and Nagarajah, B. and Portilla Fernandez, E. and Roks, A. J. M. and Elgersma, Y. and van Steeg, H. and Ferreira, J. A. and Pennings, J. L. A. and Hoeijmakers, J. H. J. and Vermeij, W. P. and Dolle, M. E. T.","Unlike dietary restriction, rapamycin fails to extend lifespan and reduce transcription stress in progeroid DNA repair-deficient mice",2021,17.03,10,,,23.38,10,,,median,fig2,mice,Rapamycin,Rapamycin,Rapa 42ppm,male,42%,life,8 weeks,Ercc1∆/− mice,progeroid DNA repair-deficient mice,not using control - m
63,"Birkisdottir, M. B. and Jaarsma, D. and Brandt, R. M. C. and Barnhoorn, S. and van Vliet, N. and Imholz, S. and van Oostrom, C. T. and Nagarajah, B. and Portilla Fernandez, E. and Roks, A. J. M. and Elgersma, Y. and van Steeg, H. and Ferreira, J. A. and Pennings, J. L. A. and Hoeijmakers, J. H. J. and Vermeij, W. P. and Dolle, M. E. T.","Unlike dietary restriction, rapamycin fails to extend lifespan and reduce transcription stress in progeroid DNA repair-deficient mice",2021,17.03,10,,,18.03,10,,,median,fig2,mice,Rapamycin,Rapamycin,Rapa 4.7ppm,male,4.7,life,8 weeks,Ercc1∆/− mice,progeroid DNA repair-deficient mice,not using control - m
64,"Bitto, A. and Ito, T. K. and Pineda, V. V. and LeTexier, N. J. and Huang, H. Z. and Sutlief, E. and Tung, H. and Vizzini, N. and Chen, B. and Smith, K. and Meza, D. and Yajima, M. and Beyer, R. P. and Kerr, K. F. and Davis, D. J. and Gillespie, C. H. and Snyder, J. M. and Treuting, P. M. and Kaeberlein, M.",Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,2016,858,20,,,853,20,,,mean,table 2,mice,Rapamycin,Rapamycin,Rapamycin (8mg/kg/day) F,female,8mg/kg/day,3 months,20-21 months,C57BL6/J,Injection Rapa,
65,"Bitto, A. and Ito, T. K. and Pineda, V. V. and LeTexier, N. J. and Huang, H. Z. and Sutlief, E. and Tung, H. and Vizzini, N. and Chen, B. and Smith, K. and Meza, D. and Yajima, M. and Beyer, R. P. and Kerr, K. F. and Davis, D. J. and Gillespie, C. H. and Snyder, J. M. and Treuting, P. M. and Kaeberlein, M.",Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,2016,883,19,,,951,18,,,mean,table 2,mice,Rapamycin,Rapamycin,Rapamycin (126 ppm) F,female,126 ppm,3 months,20-21 months,C57BL6/J,Feeding Rapa,
66,"Bitto, A. and Ito, T. K. and Pineda, V. V. and LeTexier, N. J. and Huang, H. Z. and Sutlief, E. and Tung, H. and Vizzini, N. and Chen, B. and Smith, K. and Meza, D. and Yajima, M. and Beyer, R. P. and Kerr, K. F. and Davis, D. J. and Gillespie, C. H. and Snyder, J. M. and Treuting, P. M. and Kaeberlein, M.",Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,2016,912,20,,,984,19,,,mean,table 2,mice,Rapamycin,Rapamycin,Rapamycin (126 ppm) M ,male,126 ppm,3 months,20-21 months,C57BL6/J,Feeding Rapa,
67,"Bitto, A. and Ito, T. K. and Pineda, V. V. and LeTexier, N. J. and Huang, H. Z. and Sutlief, E. and Tung, H. and Vizzini, N. and Chen, B. and Smith, K. and Meza, D. and Yajima, M. and Beyer, R. P. and Kerr, K. F. and Davis, D. J. and Gillespie, C. H. and Snyder, J. M. and Treuting, P. M. and Kaeberlein, M.",Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,2016,929,18,,,1050,17,,,mean,table 2,mice,Rapamycin,Rapamycin,Rapamycin (8mg/kg/day) M,male,8mg/kg/day,3 months,20-21 months,C57BL6/J,Injection Rapa,
68,"Bitto, A. and Ito, T. K. and Pineda, V. V. and LeTexier, N. J. and Huang, H. Z. and Sutlief, E. and Tung, H. and Vizzini, N. and Chen, B. and Smith, K. and Meza, D. and Yajima, M. and Beyer, R. P. and Kerr, K. F. and Davis, D. J. and Gillespie, C. H. and Snyder, J. M. and Treuting, P. M. and Kaeberlein, M.",Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,2016,847,20,,,847,20,,,median,table 2,mice,Rapamycin,Rapamycin,Rapamycin (8mg/kg/day) F,female,8mg/kg/day,3 months,20-21 months,C57BL6/J,Injection Rapa,
69,"Bitto, A. and Ito, T. K. and Pineda, V. V. and LeTexier, N. J. and Huang, H. Z. and Sutlief, E. and Tung, H. and Vizzini, N. and Chen, B. and Smith, K. and Meza, D. and Yajima, M. and Beyer, R. P. and Kerr, K. F. and Davis, D. J. and Gillespie, C. H. and Snyder, J. M. and Treuting, P. M. and Kaeberlein, M.",Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,2016,879,19,,,960,18,,,median,table 2,mice,Rapamycin,Rapamycin,Rapamycin (126 ppm) F,female,126 ppm,3 months,20-21 months,C57BL6/J,Feeding Rapa,
70,"Bitto, A. and Ito, T. K. and Pineda, V. V. and LeTexier, N. J. and Huang, H. Z. and Sutlief, E. and Tung, H. and Vizzini, N. and Chen, B. and Smith, K. and Meza, D. and Yajima, M. and Beyer, R. P. and Kerr, K. F. and Davis, D. J. and Gillespie, C. H. and Snyder, J. M. and Treuting, P. M. and Kaeberlein, M.",Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,2016,914,20,,,1037,19,,,median,table 2,mice,Rapamycin,Rapamycin,Rapamycin (126 ppm) M ,male,126 ppm,3 months,20-21 months,C57BL6/J,Feeding Rapa,
71,"Bitto, A. and Ito, T. K. and Pineda, V. V. and LeTexier, N. J. and Huang, H. Z. and Sutlief, E. and Tung, H. and Vizzini, N. and Chen, B. and Smith, K. and Meza, D. and Yajima, M. and Beyer, R. P. and Kerr, K. F. and Davis, D. J. and Gillespie, C. H. and Snyder, J. M. and Treuting, P. M. and Kaeberlein, M.",Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,2016,925,18,,,1054,17,,,median,table 2,mice,Rapamycin,Rapamycin,Rapamycin (8mg/kg/day) M,male,8mg/kg/day,3 months,20-21 months,C57BL6/J,Injection Rapa,
72,"Blackwell, B. N. and Bucci, T. J. and Hart, R. W. and Turturro, A.","Longevity, body weight, and neoplasia in ad libitum-fed and diet-restricted C57BL6 mice fed NIH-31 open formula diet",1995,817,38,,,1017,56,,,median,"table 2, longevity section for ss",mice,Percent Reduction,Dietary restriction,Restriced,female,60%,life,4 weeks,C57BL6 mice,None,
73,"Blackwell, B. N. and Bucci, T. J. and Hart, R. W. and Turturro, A.","Longevity, body weight, and neoplasia in ad libitum-fed and diet-restricted C57BL6 mice fed NIH-31 open formula diet",1995,836,50,,,965,55,,,median,"table 2, longevity section for ss",mice,Percent Reduction,Dietary restriction,Restriced,male,60%,life,4 weeks,C57BL6 mice,None,
74,Black,Senescent terminal weight loss in the male F344 rat,2003,774,82,,,974,38,,,median,Figure1,rats,Percent Reduction,Dietary restriction,DR Rats,male,60%%,life,6 weeks,F344 rats,None,Terminal loss
75,Black,Senescent terminal weight loss in the male F344 rat,2003,615,18,,,861,22,,,median,Figure 1,rats,Percent Reduction,Dietary restriction,DR Rats,male,60500%,life,6 weeks,F344 rats,None,No Terminal Loss
76,bodkin,Mortality and Morbidity in Laboratory-maintained Rhesus Monkeys and Effects of Long-term Dietary Restriction,2003,20.6,64,7.2,0.9,26.9,8,3.6,1.272792206,mean,table 1,rhesus monkeys,Percent Reduction,Dietary restriction,Dietary Restricted,mixed,Variable,life,12.6-16.6 years,no strain,None,
77,bodkin,Mortality and Morbidity in Laboratory-maintained Rhesus Monkeys and Effects of Long-term Dietary Restriction,2003,26,64,,,31,8,,,median,table 1 + Fig 1,rhesus monkeys,Percent Reduction,Dietary restriction,Dietary Restricted,mixed,Variable,life,12.6-16.6 years,no strain,None,
78,"Buschemeyer, W. C., 3rd and Klink, J. C. and Mavropoulos, J. C. and Poulton, S. H. and Demark-Wahnefried, W. and Hursting, S. D. and Cohen, P. and Hwang, D. and Johnson, T. L. and Freedland, S. J.",Effect of intermittent fasting with or without caloric restriction on prostate cancer growth and survival in SCID mice,2010,20.87613,15,,,27.03928,15,,,median,fig3,mice,Fasted,Dietary restriction,Group 3,male,1 day fast 6 day pair-fed AL,life,8 weeks,Fox Chase SCID mice,Prostate Cancer,
79,"Buschemeyer, W. C., 3rd and Klink, J. C. and Mavropoulos, J. C. and Poulton, S. H. and Demark-Wahnefried, W. and Hursting, S. D. and Cohen, P. and Hwang, D. and Johnson, T. L. and Freedland, S. J.",Effect of intermittent fasting with or without caloric restriction on prostate cancer growth and survival in SCID mice,2010,20.91772,15,,,27.94304,15,,,median,fig3,mice,Fasted,Dietary restriction,Group 6,male,1 day fast 5 day pair-fed AL,life,8 weeks,Fox Chase SCID mice,Prostate Cancer,
80,"Buschemeyer, W. C., 3rd and Klink, J. C. and Mavropoulos, J. C. and Poulton, S. H. and Demark-Wahnefried, W. and Hursting, S. D. and Cohen, P. and Hwang, D. and Johnson, T. L. and Freedland, S. J.",Effect of intermittent fasting with or without caloric restriction on prostate cancer growth and survival in SCID mice,2010,21.00719,15,,,24.02877,15,,,median,fig3,mice,Fasted,Dietary restriction,Group 5,male,2 day fast 5 day AL,life,8 weeks,Fox Chase SCID mice,Prostate Cancer,
81,"Buschemeyer, W. C., 3rd and Klink, J. C. and Mavropoulos, J. C. and Poulton, S. H. and Demark-Wahnefried, W. and Hursting, S. D. and Cohen, P. and Hwang, D. and Johnson, T. L. and Freedland, S. J.",Effect of intermittent fasting with or without caloric restriction on prostate cancer growth and survival in SCID mice,2010,21.06463,15,,,24.14448,15,,,median,fig3,mice,Percent Reduction,Dietary restriction,Group 7,male,72%,life,8 weeks,Fox Chase SCID mice,Prostate Cancer,
82,"Buschemeyer, W. C., 3rd and Klink, J. C. and Mavropoulos, J. C. and Poulton, S. H. and Demark-Wahnefried, W. and Hursting, S. D. and Cohen, P. and Hwang, D. and Johnson, T. L. and Freedland, S. J.",Effect of intermittent fasting with or without caloric restriction on prostate cancer growth and survival in SCID mice,2010,21.14286,15,,,24.09524,15,,,median,fig3,mice,Fasted,Dietary restriction,Group 2,male,1 day fast 6 day AL,life,8 weeks,Fox Chase SCID mice,Prostate Cancer,
83,"Buschemeyer, W. C., 3rd and Klink, J. C. and Mavropoulos, J. C. and Poulton, S. H. and Demark-Wahnefried, W. and Hursting, S. D. and Cohen, P. and Hwang, D. and Johnson, T. L. and Freedland, S. J.",Effect of intermittent fasting with or without caloric restriction on prostate cancer growth and survival in SCID mice,2010,21.18971,15,,,21.18971,15,,,median,fig3,mice,Percent Reduction,Dietary restriction,Group 4,male,86%,life,8 weeks,Fox Chase SCID mice,Prostate Cancer,
84,"Cameron, K. M. and Miwa, S. and Walker, C. and von Zglinicki, T.","Male mice retain a metabolic memory of improved glucose tolerance induced during adult onset, short-term dietary restriction",2012,27,280,,,34,280,,,median,page 5 + sample size on p7,mice,Percent Reduction,Dietary restriction,Dietary Restriction,male,60%,life,3 months,C57BL/6,None,female mice did not have survival data until 50%
85,"Chen, D. and Steele, A. D. and Hutter, G. and Bruno, J. and Govindarajan, A. and Easlon, E. and Lin, S. J. and Aguzzi, A. and Lindquist, S. and Guarente, L.",The role of calorie restriction and SIRT1 in prion-mediated neurodegeneration,2008,172,19,,,164.5,20,,,median,p4,mice,Percent Reduction,Dietary restriction,CR,mixed,70%,life,3-4 months,C57Bl/6 mice,Prion Disease,
86,"Chen, D. and Steele, A. D. and Hutter, G. and Bruno, J. and Govindarajan, A. and Easlon, E. and Lin, S. J. and Aguzzi, A. and Lindquist, S. and Guarente, L.",The role of calorie restriction and SIRT1 in prion-mediated neurodegeneration,2008,182,11,,,167,14,,,median,p4,mice,Percent Reduction,Dietary restriction,CR,mixed,70%,life,3-4 months,SIRT1 KO mice,Prion Disease,
87,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,156.3,114,43.77602083,4.1,172.2,114,44.84372866,4.2,mean,table 2,mice,Percent Reduction,Dietary restriction,NR,female,Every other day,life,24 days,B10C3F1,Litter Size,N/N - N/R
88,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,164.7,114,,,199,114,,,median,table 2,mice,Percent Reduction,Dietary restriction,NR,female,Every other day,life,24 days,B10C3F1,Litter Size,N/N - N/R
89,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,157.9,144,44.4,3.7,186.6,114,48.04685213,4.5,mean,table 2,mice,Percent Reduction,Dietary restriction,RR,female,Every other day,life,24 days,B10C3F1,Litter Size,R/N - RR
90,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,164.6,144,,,193.3,114,,,median,table 2,mice,Percent Reduction,Dietary restriction,RR,female,Every other day,life,24 days,B10C3F1,Litter Size,R/N - RR
91,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,156.3,114,43.77602083,4.1,170.7,30,28.48157299,5.2,mean,table 2,mice,Percent Reduction,Dietary restriction,NNR,female,Every other day,life,24 days,B10C3F1,Litter Size,N/N-NNR
92,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,164.7,114,,,175.6,30,,,median,table 2,mice,Percent Reduction,Dietary restriction,NNR,female,Every other day,life,24 days,B10C3F1,Litter Size,NN-NNR
93,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,156.3,114,43.77602083,4.1,178.7,30,32.31563089,5.9,mean,table 2,mice,Percent Reduction,Dietary restriction,NRN,female,Every other day,life,24 days,B10C3F1,Litter Size,NN-NRN
94,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,164.7,114,,,186,30,,,median,table 2,mice,Percent Reduction,Dietary restriction,NRN,female,Every other day,life,24 days,B10C3F1,Litter Size,NN-NRN
95,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,157.9,144,44.4,3.7,175.6,30,33.95879857,6.2,mean,table 2,mice,Percent Reduction,Dietary restriction,RRN,female,Every other day,life,24 days,B10C3F1,Litter Size,RN-RRN
96,"Cheney, K. E. and Liu, R. K. and Smith, G. S. and Meredith, P. J. and Mickey, M. R. and Walford, R. L.","The effect of dietary restriction of varying duration on survival, tumor patterns, immune function, and body temperature in B10C3F1 female mice",1983,164.6,144,,,187.3,30,,,median,table 2,mice,Percent Reduction,Dietary restriction,RRN,female,Every other day,life,24 days,B10C3F1,Litter Size,RN-RRN
97,"Chiba, T. and Ezaki, O.",Dietary restriction suppresses inflammation and delays the onset of stroke in stroke-prone spontaneously hypertensive rats,2010,44,8,,,75,8,,,median,Fiig1C,rats,Percent Reduction,Dietary restriction,DR,male,50%,life,10 week,SHRSP/Izm rats (stroke prone),Stroke Prone Mice,
98,"Chiba, T. and Tamashiro, Y. and Park, D. and Kusudo, T. and Fujie, R. and Komatsu, T. and Kim, S. E. and Park, S. and Hayashi, H. and Mori, R. and Yamashita, H. and Chung, H. Y. and Shimokawa, I.",A key role for neuropeptide Y in lifespan extension and cancer suppression via dietary restriction,2014,108,13,17.66720125,4.9,106,12,222.7417339,64.3,mean,table 1,mice,Percent Reduction,Dietary restriction,WT-DR,male,70%,life,12 weeks,WT mice (129S6/SvEvTac),,
99,"Chiba, T. and Tamashiro, Y. and Park, D. and Kusudo, T. and Fujie, R. and Komatsu, T. and Kim, S. E. and Park, S. and Hayashi, H. and Mori, R. and Yamashita, H. and Chung, H. Y. and Shimokawa, I.",A key role for neuropeptide Y in lifespan extension and cancer suppression via dietary restriction,2014,109,12,28.40563324,8.2,108,12,50.92229374,14.7,mean,table 1,mice,Percent Reduction,Dietary restriction,Npy-/--DR,female,70%,life,12 weeks,NPY-/-,Nueropeptide KO,
100,"Chiba, T. and Tamashiro, Y. and Park, D. and Kusudo, T. and Fujie, R. and Komatsu, T. and Kim, S. E. and Park, S. and Hayashi, H. and Mori, R. and Yamashita, H. and Chung, H. Y. and Shimokawa, I.",A key role for neuropeptide Y in lifespan extension and cancer suppression via dietary restriction,2014,111,25,43.5,8.7,151,21,31.16151473,6.8,mean,table 1,mice,Percent Reduction,Dietary restriction,WT-DR,female,70%,life,12 weeks,WT mice (129S6/SvEvTac),,
101,"Chiba, T. and Tamashiro, Y. and Park, D. and Kusudo, T. and Fujie, R. and Komatsu, T. and Kim, S. E. and Park, S. and Hayashi, H. and Mori, R. and Yamashita, H. and Chung, H. Y. and Shimokawa, I.",A key role for neuropeptide Y in lifespan extension and cancer suppression via dietary restriction,2014,123,23,12.46916196,2.6,148,21,21.53810577,4.7,mean,table 1,mice,Percent Reduction,Dietary restriction,Npy-/--DR,male,70%,life,12 weeks,NPY-/-,Nueropeptide KO,
